"rowid","orderid","orderdate","sales","quantity","discount","profit","shipdate","customerid","shipmentid"
8745,"CA-2015-162376","2015-11-22","17.12",4,"0.00","4.96","2015-11-25","HD-14785",4
8746,"CA-2015-162376","2015-11-22","59.94",3,"0.00","28.17","2015-11-25","HD-14785",4
8747,"CA-2017-128076","2017-02-02","210.58",2,"0.00","12.63","2017-02-07","BO-11350",2
8748,"CA-2017-128076","2017-02-02","30.96",2,"0.20","10.06","2017-02-07","BO-11350",2
8749,"CA-2017-128076","2017-02-02","239.98",2,"0.20","39.00","2017-02-07","BO-11350",2
8750,"US-2015-163825","2015-06-16","3050.38",3,"0.20","1143.89","2015-06-19","LC-16885",1
8751,"US-2015-163825","2015-06-16","133.98",2,"0.00","33.50","2015-06-19","LC-16885",1
8752,"CA-2016-105662","2016-05-05","93.25",4,"0.20","31.47","2016-05-09","RB-19465",2
8753,"CA-2016-105662","2016-05-05","177.48",3,"0.20","19.97","2016-05-09","RB-19465",2
8754,"CA-2017-152198","2017-09-09","17.71",6,"0.20","5.98","2017-09-10","JD-16015",1
8755,"CA-2017-152198","2017-09-09","4.86",3,"0.70","-3.56","2017-09-10","JD-16015",1
8756,"CA-2017-152198","2017-09-09","6.26",2,"0.70","-5.22","2017-09-10","JD-16015",1
8757,"CA-2016-114307","2016-07-22","37.68",2,"0.00","10.55","2016-07-26","MF-17665",2
8758,"CA-2016-114307","2016-07-22","51.84",8,"0.00","24.88","2016-07-26","MF-17665",2
8759,"CA-2016-114307","2016-07-22","27.42",3,"0.00","9.32","2016-07-26","MF-17665",2
8760,"CA-2016-114307","2016-07-22","5.40",3,"0.00","2.59","2016-07-26","MF-17665",2
8761,"CA-2016-159891","2016-01-31","1270.99",1,"0.00","635.50","2016-02-06","BF-11170",2
8762,"CA-2016-159891","2016-01-31","125.36",8,"0.00","58.92","2016-02-06","BF-11170",2
8763,"CA-2016-112578","2016-12-29","14.03",1,"0.00","4.07","2017-01-02","FO-14305",2
8764,"CA-2016-112578","2016-12-29","27.96",2,"0.00","7.27","2017-01-02","FO-14305",2
8765,"CA-2015-107083","2015-11-21","5.34",2,"0.20","0.73","2015-11-27","BB-11545",2
8766,"CA-2015-107083","2015-11-21","1.70",2,"0.80","-2.54","2015-11-27","BB-11545",2
8767,"CA-2015-107083","2015-11-21","24.59",3,"0.80","-67.62","2015-11-27","BB-11545",2
8768,"CA-2015-107083","2015-11-21","7.98",5,"0.80","-13.17","2015-11-27","BB-11545",2
8769,"CA-2015-151722","2015-10-05","288.00",4,"0.20","57.60","2015-10-09","IL-15100",2
8770,"CA-2016-151148","2016-09-12","146.95",3,"0.20","9.18","2016-09-13","PO-19180",3
8771,"CA-2016-151148","2016-09-12","83.14",4,"0.20","5.20","2016-09-13","PO-19180",3
8772,"CA-2017-115882","2017-09-14","942.78",4,"0.20","94.28","2017-09-17","DB-13555",1
8773,"CA-2017-115882","2017-09-14","74.35",3,"0.20","23.24","2017-09-17","DB-13555",1
8774,"CA-2015-132276","2015-02-23","26.88",6,"0.00","6.72","2015-02-28","LC-16960",2
8775,"CA-2015-132276","2015-02-23","10.90",2,"0.20","3.81","2015-02-28","LC-16960",2
8776,"CA-2016-163636","2016-12-05","3.54",2,"0.20","0.31","2016-12-09","MP-18175",4
8777,"CA-2016-102813","2016-07-02","528.43",5,"0.30","0.00","2016-07-03","EA-14035",1
8778,"CA-2016-102813","2016-07-02","41.47",8,"0.20","14.52","2016-07-03","EA-14035",1
8779,"CA-2017-135377","2017-12-13","287.98",3,"0.20","7.20","2017-12-18","BP-11095",2
8780,"CA-2015-165813","2015-03-20","29.30",3,"0.20","2.56","2015-03-22","BM-11785",4
8781,"CA-2015-133585","2015-03-01","55.33",2,"0.20","6.22","2015-03-04","CM-12715",1
8782,"CA-2015-133585","2015-03-01","1228.00",6,"0.32","-36.12","2015-03-04","CM-12715",1
8783,"CA-2016-116911","2016-09-15","20.42",4,"0.20","6.64","2016-09-20","JD-16150",2
8784,"CA-2016-116911","2016-09-15","1128.39",3,"0.00","259.53","2016-09-20","JD-16150",2
8785,"US-2017-129224","2017-03-17","4.61",2,"0.20","1.67","2017-03-23","AS-10630",2
8786,"CA-2017-145765","2017-05-28","195.96",5,"0.20","19.60","2017-06-02","CM-11815",2
8787,"CA-2017-145765","2017-05-28","15.55",3,"0.20","5.44","2017-06-02","CM-11815",2
8788,"CA-2017-145765","2017-05-28","271.97",4,"0.20","54.39","2017-06-02","CM-11815",2
8789,"CA-2017-126914","2017-06-15","698.35",3,"0.20","52.38","2017-06-19","JE-15715",2
8790,"CA-2017-126914","2017-06-15","77.73",2,"0.20","-3.89","2017-06-19","JE-15715",2
8791,"CA-2015-169572","2015-09-06","46.62",9,"0.00","21.45","2015-09-12","AG-10525",2
8792,"CA-2017-162075","2017-03-18","537.54",7,"0.20","47.04","2017-03-24","TT-21220",2
8793,"CA-2014-162992","2014-12-19","14.62",2,"0.00","6.87","2014-12-21","BP-11095",1
8794,"CA-2014-162992","2014-12-19","22.55",5,"0.00","8.79","2014-12-21","BP-11095",1
8795,"CA-2014-162992","2014-12-19","583.80",5,"0.20","72.98","2014-12-21","BP-11095",1
8796,"CA-2014-162992","2014-12-19","211.17",4,"0.20","15.84","2014-12-21","BP-11095",1
8797,"CA-2016-106397","2016-07-07","12.96",2,"0.00","6.22","2016-07-13","MJ-17740",2
8798,"CA-2016-106397","2016-07-07","45.98",2,"0.00","12.87","2016-07-13","MJ-17740",2
8799,"US-2016-150140","2016-04-06","1294.75",5,"0.00","336.64","2016-04-10","VM-21685",2
8800,"CA-2014-116666","2014-05-08","1799.97",5,"0.40","240.00","2014-05-10","KT-16480",1
8801,"CA-2017-148992","2017-11-23","10.69",2,"0.20","3.74","2017-11-27","CS-12250",2
8802,"CA-2016-140935","2016-11-10","221.98",2,"0.00","62.15","2016-11-12","AB-10015",1
8803,"CA-2016-140935","2016-11-10","341.96",2,"0.00","54.71","2016-11-12","AB-10015",1
8804,"CA-2014-157644","2014-12-31","34.77",3,"0.00","11.47","2015-01-01","AH-10030",1
8805,"CA-2014-157644","2014-12-31","18.90",3,"0.00","8.69","2015-01-01","AH-10030",1
8806,"US-2017-100398","2017-08-19","102.72",3,"0.20","37.24","2017-08-23","DO-13435",2
8807,"CA-2016-113082","2016-09-12","40.48",2,"0.00","14.57","2016-09-16","MC-17590",2
8808,"US-2017-110646","2017-10-26","33.28",3,"0.70","-27.74","2017-10-31","JF-15190",2
8809,"US-2017-110646","2017-10-26","118.65",5,"0.40","19.78","2017-10-31","JF-15190",2
8810,"US-2017-110646","2017-10-26","14.76",5,"0.20","4.98","2017-10-31","JF-15190",2
8811,"CA-2017-120614","2017-05-30","37.52",4,"0.00","18.01","2017-06-04","SM-20950",2
8812,"US-2016-140172","2016-03-08","207.14",3,"0.10","48.33","2016-03-13","SP-20650",2
8813,"US-2016-140172","2016-03-08","13.90",5,"0.00","3.75","2016-03-13","SP-20650",2
8814,"CA-2015-127754","2015-07-26","266.35",3,"0.20","13.32","2015-07-31","CK-12760",2
8815,"CA-2015-144274","2015-11-23","307.98",2,"0.00","89.31","2015-11-25","PW-19240",4
8816,"CA-2015-144274","2015-11-23","44.10",6,"0.00","20.73","2015-11-25","PW-19240",4
8817,"CA-2015-144274","2015-11-23","13.12",4,"0.00","5.64","2015-11-25","PW-19240",4
8818,"CA-2015-144274","2015-11-23","16.56",2,"0.00","7.78","2015-11-25","PW-19240",4
8819,"CA-2015-144274","2015-11-23","38.88",6,"0.00","18.66","2015-11-25","PW-19240",4
8820,"CA-2015-142930","2015-11-28","335.52",4,"0.20","117.43","2015-12-02","EB-14170",2
8821,"CA-2017-100622","2017-11-03","959.98",2,"0.20","311.99","2017-11-07","DK-13090",2
8822,"CA-2017-100622","2017-11-03","4.09",2,"0.70","-3.00","2017-11-07","DK-13090",2
8823,"CA-2017-100622","2017-11-03","55.98",2,"0.20","4.20","2017-11-07","DK-13090",2
8824,"CA-2017-100622","2017-11-03","10.69",2,"0.20","3.74","2017-11-07","DK-13090",2
8825,"CA-2017-117156","2017-03-21","8.86",3,"0.20","2.88","2017-03-23","TB-21055",4
8826,"CA-2015-115399","2015-12-19","6.91",3,"0.20","2.51","2015-12-22","AG-10900",1
8827,"US-2014-157847","2014-04-02","26.72",5,"0.20","9.35","2014-04-06","SC-20020",4
8828,"US-2014-157847","2014-04-02","33.49",7,"0.20","10.47","2014-04-06","SC-20020",4
8829,"CA-2015-115168","2015-06-05","10.56",2,"0.00","4.75","2015-06-09","BB-11545",2
8830,"CA-2014-109680","2014-10-06","386.34",2,"0.00","54.09","2014-10-09","VP-21760",1
8831,"CA-2016-167983","2016-08-21","33.44",10,"0.20","11.70","2016-08-24","RP-19270",4
8832,"CA-2015-145324","2015-11-15","39.96",2,"0.00","14.39","2015-11-19","DH-13675",2
8833,"CA-2015-153423","2015-06-22","1217.57",2,"0.20","456.59","2015-06-27","SW-20455",2
8834,"US-2017-132675","2017-09-24","15.51",1,"0.00","3.88","2017-09-28","KF-16285",2
8835,"US-2017-132675","2017-09-24","89.90",2,"0.00","25.17","2017-09-28","KF-16285",2
8836,"US-2017-132675","2017-09-24","14.28",4,"0.00","3.71","2017-09-28","KF-16285",2
8837,"US-2017-132675","2017-09-24","12.72",3,"0.00","4.96","2017-09-28","KF-16285",2
8838,"US-2017-132675","2017-09-24","15.75",5,"0.00","7.56","2017-09-28","KF-16285",2
8839,"CA-2014-153808","2014-04-06","70.95",3,"0.00","18.45","2014-04-10","FH-14275",4
8840,"CA-2014-153808","2014-04-06","65.57",2,"0.20","23.77","2014-04-10","FH-14275",4
8841,"CA-2014-153808","2014-04-06","299.97",3,"0.00","131.99","2014-04-10","FH-14275",4
8842,"US-2016-112396","2016-02-09","89.97",3,"0.00","39.59","2016-02-13","JR-16210",2
8843,"US-2016-112396","2016-02-09","31.86",2,"0.00","11.15","2016-02-13","JR-16210",2
8844,"CA-2014-141173","2014-11-18","67.15",5,"0.00","16.79","2014-11-20","JC-16105",4
8845,"CA-2017-156664","2017-12-18","7.24",3,"0.70","-6.03","2017-12-23","BP-11290",2
8846,"CA-2017-156664","2017-12-18","4.82",3,"0.20","1.75","2017-12-23","BP-11290",2
8847,"CA-2017-156664","2017-12-18","91.36",5,"0.20","29.69","2017-12-23","BP-11290",2
8848,"CA-2017-156664","2017-12-18","130.11",2,"0.20","13.01","2017-12-23","BP-11290",2
8849,"CA-2015-140718","2015-07-02","74.24",1,"0.20","8.35","2015-07-04","FA-14230",1
8850,"CA-2015-140718","2015-07-02","159.84",10,"0.20","45.95","2015-07-04","FA-14230",1
8851,"CA-2015-140718","2015-07-02","2.89",2,"0.70","-2.31","2015-07-04","FA-14230",1
8852,"CA-2015-140718","2015-07-02","9.39",2,"0.20","3.29","2015-07-04","FA-14230",1
8853,"CA-2014-119977","2014-10-08","123.92",4,"0.00","55.76","2014-10-13","DN-13690",4
8854,"US-2015-115343","2015-09-22","55.60",5,"0.20","6.26","2015-09-25","FO-14305",1
8855,"US-2015-115343","2015-09-22","617.98",3,"0.20","-7.72","2015-09-25","FO-14305",1
8856,"CA-2017-163671","2017-12-24","21.31",3,"0.20","7.99","2017-12-30","DP-13105",2
8857,"CA-2017-135909","2017-10-13","209.94",6,"0.00","39.89","2017-10-20","JW-15220",2
8858,"CA-2017-135909","2017-10-13","31.98",2,"0.20","-8.00","2017-10-20","JW-15220",2
8859,"CA-2017-135909","2017-10-13","5083.96",5,"0.20","1906.49","2017-10-20","JW-15220",2
8860,"US-2017-114356","2017-08-20","35.96",1,"0.20","3.60","2017-08-26","TT-21460",2
8861,"CA-2015-125934","2015-09-11","31.05",3,"0.00","14.90","2015-09-18","SN-20560",2
8862,"CA-2015-125934","2015-09-11","8.92",4,"0.00","3.92","2015-09-18","SN-20560",2
8863,"CA-2015-125934","2015-09-11","209.60",4,"0.00","96.42","2015-09-18","SN-20560",2
8864,"CA-2015-125934","2015-09-11","111.04",4,"0.00","29.98","2015-09-18","SN-20560",2
8865,"CA-2015-125934","2015-09-11","38.88",6,"0.00","18.66","2015-09-18","SN-20560",2
8866,"CA-2015-158148","2015-12-20","36.27",3,"0.00","10.88","2015-12-26","JM-15865",2
8867,"CA-2014-120411","2014-09-20","493.43",5,"0.30","-70.49","2014-09-23","SB-20185",1
8868,"CA-2014-120411","2014-09-20","11.12",2,"0.20","3.48","2014-09-23","SB-20185",1
8869,"CA-2016-158260","2016-11-04","686.40",2,"0.20","77.22","2016-11-08","CC-12475",2
8870,"CA-2017-101805","2017-12-01","15.92",5,"0.20","5.37","2017-12-06","SH-19975",2
8871,"CA-2017-101805","2017-12-01","70.68",12,"0.00","31.10","2017-12-06","SH-19975",2
8872,"CA-2017-101805","2017-12-01","541.24",4,"0.00","5.41","2017-12-06","SH-19975",2
8873,"US-2014-105137","2014-10-10","101.99",2,"0.70","-71.40","2014-10-10","RB-19435",3
8874,"US-2014-105137","2014-10-10","18.26",2,"0.70","-13.39","2014-10-10","RB-19435",3
8875,"CA-2017-142489","2017-11-14","21.99",5,"0.80","-32.99","2017-11-16","TC-21295",4
8876,"US-2016-141264","2016-08-13","185.38",2,"0.20","-34.76","2016-08-19","CT-11995",2
8877,"US-2016-141264","2016-08-13","58.92",1,"0.80","-153.20","2016-08-19","CT-11995",2
8878,"CA-2017-126928","2017-09-17","480.00",4,"0.00","225.60","2017-09-23","GZ-14470",2
8879,"CA-2017-126928","2017-09-17","34.05",3,"0.00","9.53","2017-09-23","GZ-14470",2
8880,"US-2015-107944","2015-03-23","192.72",11,"0.00","92.51","2015-03-25","AM-10360",1
8881,"US-2015-107944","2015-03-23","239.97",3,"0.00","86.39","2015-03-25","AM-10360",1
8882,"CA-2016-135594","2016-06-30","50.12",7,"0.20","-0.63","2016-07-03","AH-10120",4
8883,"US-2017-115252","2017-10-20","15.98",2,"0.20","1.40","2017-10-25","MY-18295",2
8884,"US-2017-115252","2017-10-20","14.35",3,"0.20","4.49","2017-10-25","MY-18295",2
8885,"CA-2014-107398","2014-08-25","6.53",4,"0.70","-4.57","2014-08-30","BS-11590",2
8886,"CA-2014-107398","2014-08-25","2.86",3,"0.70","-2.29","2014-08-30","BS-11590",2
8887,"CA-2014-107398","2014-08-25","20.86",8,"0.70","-16.68","2014-08-30","BS-11590",2
8888,"CA-2014-169642","2014-07-27","276.28",2,"0.00","0.00","2014-07-30","BB-10990",4
8889,"CA-2017-103968","2017-12-01","629.64",9,"0.00","107.04","2017-12-07","ML-17755",2
8890,"CA-2016-147256","2016-10-17","449.97",3,"0.00","220.49","2016-10-21","FC-14245",4
8891,"CA-2016-147256","2016-10-17","1927.59",7,"0.00","751.76","2016-10-21","FC-14245",4
8892,"CA-2016-162159","2016-09-16","121.78",2,"0.00","30.45","2016-09-18","CR-12625",1
8893,"CA-2015-111038","2015-12-01","2676.67",9,"0.20","267.67","2015-12-06","LC-16960",2
8894,"CA-2014-124723","2014-08-05","489.23",2,"0.30","41.93","2014-08-12","GZ-14470",2
8895,"CA-2016-167241","2016-08-15","312.03",3,"0.00","43.68","2016-08-22","BD-11320",2
8896,"CA-2016-167241","2016-08-15","17.94",3,"0.00","3.05","2016-08-22","BD-11320",2
8897,"CA-2016-167241","2016-08-15","165.60",3,"0.20","10.35","2016-08-22","BD-11320",2
8898,"CA-2016-167241","2016-08-15","37.52",4,"0.00","18.01","2016-08-22","BD-11320",2
8899,"CA-2015-163237","2015-08-07","494.97",3,"0.00","148.49","2015-08-09","EM-14095",4
8900,"CA-2015-163237","2015-08-07","25.06",2,"0.00","11.78","2015-08-09","EM-14095",4
8901,"CA-2016-150483","2016-05-31","32.06",3,"0.60","-12.83","2016-06-04","BP-11290",2
8902,"CA-2016-150483","2016-05-31","18.50",4,"0.20","6.70","2016-06-04","BP-11290",2
8903,"CA-2016-150483","2016-05-31","191.08",3,"0.30","-38.22","2016-06-04","BP-11290",2
8904,"CA-2016-150483","2016-05-31","10.37",2,"0.20","3.63","2016-06-04","BP-11290",2
8905,"US-2016-126431","2016-07-01","30.53",1,"0.00","14.04","2016-07-01","SU-20665",3
8906,"US-2016-126431","2016-07-01","30.84",3,"0.00","6.17","2016-07-01","SU-20665",3
8907,"US-2016-126431","2016-07-01","75.06",9,"0.00","33.78","2016-07-01","SU-20665",3
8908,"CA-2016-139934","2016-12-18","66.98",7,"0.20","6.70","2016-12-20","AY-10555",1
8909,"CA-2015-109603","2015-01-26","182.72",8,"0.00","84.05","2015-02-01","EM-13825",2
8910,"CA-2017-160661","2017-10-28","21.93",3,"0.00","10.31","2017-11-01","SA-20830",2
8911,"CA-2017-102610","2017-11-04","95.98",3,"0.20","15.60","2017-11-08","CA-12265",2
8912,"CA-2017-102610","2017-11-04","143.93",9,"0.20","-32.38","2017-11-08","CA-12265",2
8913,"CA-2017-102610","2017-11-04","3.56",2,"0.70","-2.97","2017-11-08","CA-12265",2
8914,"CA-2017-102610","2017-11-04","4.93",2,"0.20","1.72","2017-11-08","CA-12265",2
8915,"US-2016-144057","2016-05-09","856.66",6,"0.20","107.08","2016-05-13","CV-12805",2
8916,"US-2016-144057","2016-05-09","13.18",4,"0.80","-20.44","2016-05-13","CV-12805",2
8917,"US-2016-144057","2016-05-09","48.78",4,"0.80","-131.72","2016-05-13","CV-12805",2
8918,"US-2016-144057","2016-05-09","76.64",2,"0.20","26.82","2016-05-13","CV-12805",2
8919,"US-2016-144057","2016-05-09","18.53",6,"0.80","-27.79","2016-05-13","CV-12805",2
8920,"CA-2014-160276","2014-04-02","177.68",2,"0.00","46.20","2014-04-08","AH-10690",2
8921,"CA-2014-132983","2014-04-28","159.98",2,"0.00","57.59","2014-05-03","DS-13180",2
8922,"CA-2016-145709","2016-10-04","52.68",3,"0.20","19.76","2016-10-08","AH-10690",2
8923,"CA-2016-145709","2016-10-04","11.57",3,"0.20","2.60","2016-10-08","AH-10690",2
8924,"CA-2017-133928","2017-06-11","4.57",4,"0.70","-3.81","2017-06-17","ZC-21910",2
8925,"CA-2016-168032","2016-01-30","1439.97",4,"0.20","144.00","2016-02-03","DF-13135",2
8926,"CA-2016-168032","2016-01-30","1.73",3,"0.80","-2.68","2016-02-03","DF-13135",2
8927,"CA-2016-168032","2016-01-30","626.10",3,"0.50","-538.45","2016-02-03","DF-13135",2
8928,"CA-2015-143616","2015-09-27","99.20",5,"0.00","25.79","2015-09-29","SS-20140",4
8929,"US-2015-168704","2015-04-13","609.98",4,"0.30","-113.28","2015-04-17","FP-14320",2
8930,"US-2015-168704","2015-04-13","211.37",2,"0.30","-45.29","2015-04-17","FP-14320",2
8931,"US-2015-168704","2015-04-13","239.98",3,"0.20","18.00","2015-04-17","FP-14320",2
8932,"CA-2017-143252","2017-12-18","99.95",5,"0.00","22.99","2017-12-24","HE-14800",2
8933,"CA-2017-143252","2017-12-18","29.34",3,"0.00","10.86","2017-12-24","HE-14800",2
8934,"CA-2016-102134","2016-03-14","16.74",2,"0.00","4.35","2016-03-19","SP-20545",2
8935,"CA-2017-130036","2017-08-27","12.67",3,"0.20","3.96","2017-08-27","BP-11185",3
8936,"CA-2017-130036","2017-08-27","1119.89",14,"0.20","209.98","2017-08-27","BP-11185",3
8937,"CA-2015-134117","2015-12-17","204.85",5,"0.00","53.26","2015-12-19","PG-18895",4
8938,"CA-2015-134117","2015-12-17","135.98",2,"0.20","17.00","2015-12-19","PG-18895",4
8939,"CA-2015-134117","2015-12-17","16.40",5,"0.00","7.05","2015-12-19","PG-18895",4
8940,"CA-2015-134117","2015-12-17","92.96",2,"0.20","31.37","2015-12-19","PG-18895",4
8941,"CA-2014-130918","2014-08-22","7.63",3,"0.20","-1.81","2014-08-24","JP-15520",4
8942,"CA-2016-159023","2016-11-03","4.16",7,"0.70","-3.47","2016-11-05","NW-18400",1
8943,"CA-2016-159023","2016-11-03","179.99",3,"0.70","-251.99","2016-11-05","NW-18400",1
8944,"CA-2017-111717","2017-10-10","239.36",3,"0.30","-47.87","2017-10-16","SW-20245",2
8945,"CA-2014-154592","2014-12-07","164.88",3,"0.00","80.79","2014-12-08","EH-14005",1
8946,"CA-2014-128622","2014-11-15","10.95",3,"0.00","3.29","2014-11-17","SC-20260",4
8947,"CA-2017-148355","2017-12-24","19.44",3,"0.00","9.33","2017-12-28","NC-18535",2
8948,"CA-2017-148355","2017-12-24","12.30",5,"0.00","6.15","2017-12-28","NC-18535",2
8949,"CA-2014-132913","2014-12-24","13.97",1,"0.00","3.63","2014-12-26","AS-10090",1
8950,"CA-2017-150910","2017-12-22","934.96",6,"0.40","-249.32","2017-12-28","JL-15130",2
8951,"CA-2017-150910","2017-12-22","46.86",2,"0.20","7.62","2017-12-28","JL-15130",2
8952,"CA-2017-150910","2017-12-22","26.16",3,"0.20","1.96","2017-12-28","JL-15130",2
8953,"CA-2017-150910","2017-12-22","23.13",7,"0.20","2.89","2017-12-28","JL-15130",2
8954,"CA-2017-150910","2017-12-22","59.24",5,"0.20","16.29","2017-12-28","JL-15130",2
8955,"CA-2014-156790","2014-08-08","155.46",4,"0.20","-7.77","2014-08-10","VG-21790",4
8956,"CA-2014-126480","2014-09-20","8.56",2,"0.00","3.85","2014-09-24","HG-14965",2
8957,"CA-2017-105620","2017-12-25","21.00",3,"0.20","5.78","2017-12-28","JH-15430",1
8958,"CA-2017-105620","2017-12-25","120.00",2,"0.50","-7.20","2017-12-28","JH-15430",1
8959,"CA-2017-150266","2017-11-25","299.96",5,"0.20","37.50","2017-11-30","RO-19780",2
8960,"CA-2017-150266","2017-11-25","67.84",5,"0.80","-179.78","2017-11-30","RO-19780",2
8961,"CA-2017-150266","2017-11-25","853.93",5,"0.30","-24.40","2017-11-30","RO-19780",2
8962,"CA-2017-150266","2017-11-25","18.69",4,"0.20","3.74","2017-11-30","RO-19780",2
8963,"CA-2016-157280","2016-11-05","273.96",2,"0.00","71.23","2016-11-07","LW-17125",1
8964,"CA-2016-157280","2016-11-05","89.97",3,"0.00","18.89","2016-11-07","LW-17125",1
8965,"CA-2016-157280","2016-11-05","756.80",5,"0.00","75.68","2016-11-07","LW-17125",1
8966,"CA-2017-106691","2017-11-06","1.25",2,"0.80","-1.93","2017-11-12","CC-12370",2
8967,"CA-2016-134180","2016-11-03","72.00",1,"0.20","14.40","2016-11-07","JP-16135",2
8968,"CA-2016-134180","2016-11-03","470.16",7,"0.30","-13.43","2016-11-07","JP-16135",2
8969,"CA-2014-166730","2014-12-30","39.13",1,"0.20","-8.80","2015-01-01","DD-13570",1
8970,"CA-2017-157469","2017-12-02","19.73",9,"0.20","1.73","2017-12-07","ES-14080",2
8971,"CA-2017-157469","2017-12-02","151.19",2,"0.40","-25.20","2017-12-07","ES-14080",2
8972,"CA-2017-122308","2017-03-24","271.76",2,"0.10","60.39","2017-03-28","MV-17485",2
8973,"US-2014-149034","2014-11-19","47.50",1,"0.20","-1.19","2014-11-21","RD-19900",1
8974,"CA-2017-159226","2017-04-25","344.98",7,"0.15","28.41","2017-04-27","RL-19615",4
8975,"CA-2017-156622","2017-11-23","36.29",7,"0.20","12.70","2017-11-26","JP-15460",1
8976,"CA-2017-156622","2017-11-23","78.30",2,"0.20","29.36","2017-11-26","JP-15460",1
8977,"CA-2017-156622","2017-11-23","127.79",1,"0.30","-31.03","2017-11-26","JP-15460",1
8978,"CA-2017-156622","2017-11-23","6.10",2,"0.80","-9.16","2017-11-26","JP-15460",1
8979,"CA-2014-119529","2014-11-03","5.76",2,"0.00","2.82","2014-11-05","DM-13345",4
8980,"CA-2015-150413","2015-10-19","1.72",1,"0.80","-2.84","2015-10-24","CS-11860",4
8981,"CA-2014-108182","2014-02-06","8.95",2,"0.80","-14.77","2014-02-10","DL-13315",4
8982,"CA-2016-110898","2016-03-06","2.33",3,"0.80","-6.30","2016-03-12","LC-16870",2
8983,"CA-2016-110898","2016-03-06","1.73",4,"0.80","-2.76","2016-03-12","LC-16870",2
8984,"CA-2016-110898","2016-03-06","159.04",5,"0.60","-194.82","2016-03-12","LC-16870",2
8985,"CA-2016-110898","2016-03-06","145.98",2,"0.50","-99.27","2016-03-12","LC-16870",2
8986,"CA-2015-123092","2015-12-03","77.95",3,"0.20","12.67","2015-12-07","JG-15115",2
8987,"CA-2015-123092","2015-12-03","95.97",5,"0.70","-73.58","2015-12-07","JG-15115",2
8988,"CA-2015-123092","2015-12-03","105.58",2,"0.20","9.24","2015-12-07","JG-15115",2
8989,"CA-2015-123092","2015-12-03","9.34",2,"0.20","1.17","2015-12-07","JG-15115",2
8990,"US-2015-128587","2015-12-24","9.68",2,"0.00","3.78","2015-12-30","HM-14860",2
8991,"US-2015-128587","2015-12-24","4899.93",7,"0.00","2302.97","2015-12-30","HM-14860",2
8992,"US-2017-139577","2017-10-01","104.75",5,"0.00","22.00","2017-10-06","TN-21040",2
8993,"CA-2017-159100","2017-10-16","18.53",2,"0.20","4.40","2017-10-21","VP-21760",2
8994,"CA-2017-159100","2017-10-16","1875.26",7,"0.40","-968.88","2017-10-21","VP-21760",2
8995,"CA-2014-109043","2014-08-15","91.36",5,"0.20","29.69","2014-08-17","CS-12355",1
8996,"CA-2014-109043","2014-08-15","152.24",5,"0.20","17.13","2014-08-17","CS-12355",1
8997,"US-2017-116491","2017-11-11","35.18",2,"0.20","12.31","2017-11-13","PG-18820",1
8998,"CA-2017-122763","2017-03-20","56.70",2,"0.20","19.14","2017-03-20","HG-14845",3
8999,"CA-2017-122763","2017-03-20","274.06",7,"0.20","102.77","2017-03-20","HG-14845",3
9000,"CA-2017-137785","2017-05-13","458.43",5,"0.30","-124.43","2017-05-17","MH-18115",2
9001,"CA-2014-133389","2014-06-22","8.23",3,"0.70","-6.03","2014-06-22","TB-21280",3
9002,"CA-2014-103807","2014-12-02","5.95",1,"0.00","0.83","2014-12-09","EM-13825",2
9003,"CA-2014-103807","2014-12-02","15.24",3,"0.00","7.16","2014-12-09","EM-13825",2
9004,"CA-2015-102855","2015-04-05","239.94",6,"0.00","26.39","2015-04-06","JF-15415",3
9005,"CA-2015-102855","2015-04-05","23.84",8,"0.00","6.44","2015-04-06","JF-15415",3
9006,"CA-2017-107825","2017-11-18","92.52",6,"0.00","24.98","2017-11-18","NB-18655",3
9007,"CA-2017-107825","2017-11-18","37.76",1,"0.00","10.57","2017-11-18","NB-18655",3
9008,"CA-2017-107825","2017-11-18","7.38",2,"0.00","3.47","2017-11-18","NB-18655",3
9009,"CA-2017-107825","2017-11-18","5.82",2,"0.00","2.74","2017-11-18","NB-18655",3
9010,"CA-2017-106047","2017-07-12","3.82",1,"0.20","1.19","2017-07-18","CS-11860",2
9011,"CA-2017-127803","2017-05-19","26.16",4,"0.00","12.82","2017-05-23","ND-18460",2
9012,"CA-2015-137071","2015-12-20","100.80",2,"0.20","21.42","2015-12-21","ED-13885",1
9013,"CA-2016-121447","2016-02-21","135.80",7,"0.00","66.54","2016-02-22","EA-14035",1
9014,"CA-2017-143084","2017-03-18","13.90",5,"0.00","3.75","2017-03-22","BP-11050",2
9015,"CA-2017-143084","2017-03-18","19.40",5,"0.00","9.31","2017-03-22","BP-11050",2
9016,"CA-2016-131639","2016-12-17","13.49",2,"0.20","4.38","2016-12-23","NS-18640",2
9017,"CA-2016-131639","2016-12-17","11.42",1,"0.20","3.85","2016-12-23","NS-18640",2
9018,"CA-2016-161361","2016-03-26","17.64",3,"0.00","8.64","2016-03-28","MV-17485",4
9019,"CA-2016-161361","2016-03-26","17.04",3,"0.20","5.54","2016-03-28","MV-17485",4
9020,"CA-2014-100706","2014-12-16","99.98",2,"0.00","8.00","2014-12-18","LE-16810",4
9021,"CA-2014-100706","2014-12-16","29.46",6,"0.00","9.72","2014-12-18","LE-16810",4
9022,"CA-2015-129525","2015-11-15","166.92",13,"0.70","-116.84","2015-11-20","VP-21760",2
